date,open,high,low,close,volume,marketcap,fng,avg_block_size,difficulty,hash_rate,miner_revenue,unique_active_address,search_volume,sp500,gold_price,nlp_compound,nlp_subjectivity,nlp_polarity
11/22/2021,58706.84938,59266.35847,55679.8404,56289.28732,35036121783,1.06E+12,50,1.195197007,2.27E+13,162307875.2,51325923.63,676350,21,4682.939941,1807.7,0.200224242,0.372959519,0.166096189
11/21/2021,59730.50797,60004.42638,58618.93143,58730.47664,26123447605,1.11E+12,49,1.123991788,2.27E+13,166066724.2,50108593.38,586185,18,,,0.278518182,0.347990457,0.031001574
11/20/2021,58115.08035,59859.88044,57469.72566,59697.19713,30624264863,1.13E+12,43,1.049318048,2.27E+13,166252273.2,53936028.21,634393,19,,,0.0688875,0.280357143,-0.010714286
11/19/2021,56896.12868,58351.11327,55705.18068,58119.57619,38702407772,1.10E+12,34,1.275837234,2.27E+13,166034035.6,49667132.61,713194,25,4697.959961,1852.9,0.3823,0.266889731,0.168355279
11/18/2021,60360.13769,60948.49844,56550.79164,56942.13624,41388338699,1.07E+12,54,1.267871368,2.27E+13,167149670,53828907.24,725020,24,4704.540039,1862.7,0.220107692,0.450244636,0.146929182
11/17/2021,60139.62011,60823.61052,58515.40989,60368.01182,39178392930,1.14E+12,52,1.372129799,2.27E+13,166075887.6,56531418.52,708703,24,4688.669922,1871.5,0.079204348,0.450172559,0.049946253
11/16/2021,63721.19519,63721.19519,59016.33716,60161.24704,46844335592,1.14E+12,71,1.259483213,2.27E+13,165302524.9,58617039.19,740829,26,4700.899902,1855.4,0.100525,0.366734924,0.116147546
11/15/2021,65521.28934,66281.56971,63548.14342,63557.87152,30558763548,1.20E+12,72,1.35035402,2.27E+13,161753319.4,63153343.38,708944,21,4682.799805,1868,0.29187619,0.41186586,0.214987401
11/14/2021,64455.37164,65495.18049,63647.80825,65466.84102,25122092191,1.24E+12,74,0.880797389,2.24E+13,160273275.8,65428799.07,582647,20,,,0.42106087,0.311955241,0.116941151
11/13/2021,64158.12268,64915.67488,63303.73383,64469.52902,30474228777,1.22E+12,72,0.968751137,2.17E+13,160427088.9,62698179.56,628022,19,,,0.170284211,0.458281806,0.185599926
11/12/2021,64863.98035,65460.81498,62333.91311,64155.94184,36084893887,1.21E+12,74,1.262101789,2.17E+13,162426659.5,57924016.81,697196,21,4682.850098,1869.7,0.184066667,0.516666667,0.316666667
11/11/2021,64978.8903,65579.01476,64180.48893,64949.96191,35880633236,1.23E+12,77,1.230431203,2.17E+13,160119462.6,65183349.25,724206,22,4649.27002,1865.2,0.169257895,0.277165515,0.156604864
11/10/2021,66953.33937,68789.62594,63208.115,64995.22939,48730828378,1.23E+12,75,1.362915946,2.17E+13,161965220.1,63548112.52,743397,25,4646.709961,1849.5,0.196890244,0.405866175,0.151450937
11/9/2021,67549.73558,68530.33969,66382.06101,66971.8281,42357991721,1.26E+12,84,1.473930408,2.17E+13,162888098.9,65840419.26,796734,28,4685.25,1832,0.51742,0.433333333,0.2525
11/8/2021,63344.06722,67673.73912,63344.06722,67566.83009,41125608330,1.27E+12,75,1.273153207,2.17E+13,164887669.5,57270493.49,707131,25,4701.700195,1829.2,0.2105125,0.350434028,0.12187004
11/7/2021,61554.92181,63326.98903,61432.48911,63326.98903,24726754302,1.19E+12,73,0.992480993,2.17E+13,161379304.2,60030049.95,591980,17,,,0.025414286,0.352034632,0.03211039
11/6/2021,61068.87345,61590.68243,60163.78155,61527.48179,29094934221,1.16E+12,71,0.921042955,2.17E+13,159797397.1,59379244.68,623103,17,,,0.314066667,0.419201426,0.107324699
11/5/2021,61460.07904,62541.46769,60844.60761,61125.67427,30605102446,1.15E+12,73,1.243942961,2.17E+13,160343515.8,60649721.92,721315,18,4697.529785,1818,0.29418125,0.379817708,0.244140625
11/4/2021,62941.80403,63123.28892,60799.66248,61452.23059,32615846901,1.16E+12,73,1.307600287,2.17E+13,160168323.2,56277841.55,729141,20,4680.060059,1794.7,0.247183333,0.32377886,0.11334596
11/3/2021,63254.33488,63516.93758,61184.24018,62970.04743,36124731509,1.19E+12,76,1.17984446,2.17E+13,157794954.1,64240988.99,724143,20,4660.569824,1765.1,0.2279,0.364712358,0.132347301
11/2/2021,60963.25415,64242.79489,60673.05542,63226.4011,37746665647,1.19E+12,73,1.250437994,2.17E+13,154884719.9,62861190.13,736296,21,4630.649902,1790.6,0.382181818,0.380630357,0.115735685
11/1/2021,61320.44949,62419.00479,59695.18309,61004.40802,36150572843,1.15E+12,74,1.315084277,2.17E+13,158076294.7,57638512.19,732119,19,4613.669922,1796.9,0.343885714,0.417137131,0.232388053
10/31/2021,61850.48946,62406.17045,60074.32959,61318.95777,32241199927,1.16E+12,74,1.118622273,2.03E+13,159871336.2,53663037.31,574308,18,,,0.35578,0.456925926,0.130316498
10/30/2021,62239.36221,62330.14553,60918.38528,61888.83122,32157938616,1.17E+12,73,0.986677194,2.01E+13,158445186.9,60386548.97,666759,19,,,0.321103846,0.449351066,0.200209166
10/29/2021,60624.87076,62927.60964,60329.96507,62227.96459,36856881767,1.17E+12,70,1.067304088,2.01E+13,156591192.8,68395070.24,758210,22,4605.379883,1784.9,0.274695,0.37001461,0.246952832
10/28/2021,58470.72958,62128.63295,58206.91786,60622.13671,45257083247,1.14E+12,66,1.250332667,2.01E+13,155878118.2,58309865.55,749957,24,4596.419922,1803.6,0.152559091,0.183219041,0.120545717
10/27/2021,60351.99862,61435.1846,58208.18905,58482.38794,43657076893,1.10E+12,73,1.107476529,2.01E+13,154737198.7,59080371.71,715873,27,4551.680176,1798.8,0.290094737,0.410492854,0.1225613
10/26/2021,63032.76251,63229.0264,59991.16069,60363.79205,34878965587,1.14E+12,76,1.21337114,2.01E+13,155450273.4,59364122.89,715943,26,4574.790039,1793.4,0.331696,0.420270583,0.18088625
10/25/2021,60893.92758,63729.32571,60691.79895,63039.82551,31064911614,1.19E+12,72,1.101719687,2.01E+13,150427844.6,74417752.59,704167,23,4566.47998,1806.8,0.1574125,0.248164336,0.118768211
10/24/2021,61368.34317,61505.80335,59643.34538,60930.83644,27316183882,1.15E+12,73,0.839270294,2.01E+13,151210929.2,58596760.65,554996,20,,,0.312261538,0.361597569,0.146306194
10/23/2021,60694.62798,61743.87801,59826.52174,61393.61719,26882546034,1.16E+12,74,1.051342772,2.01E+13,149320648.4,56004608.35,597144,22,,,0.464657143,0.31292517,0.158843537
10/22/2021,62237.89107,63715.02168,60122.79782,60692.26443,38434082775,1.14E+12,75,1.168189481,2.01E+13,146706532,63205405.9,693316,28,4544.899902,1796.3,0.233557143,0.342373566,0.128226998
10/21/2021,66002.2322,66600.54681,62117.40871,62210.17308,45908121370,1.17E+12,84,1.512783581,2.01E+13,144953485.6,60807152.15,765389,34,4549.779785,1781.9,0.23254,0.389555988,0.117738817
10/20/2021,64284.58619,66930.38727,63610.67499,65992.83704,40788955582,1.24E+12,82,1.179138664,2.01E+13,147578458.1,61742492.21,713105,39,4536.189941,1784.9,0.213569643,0.324210768,0.144453618
10/19/2021,62043.16584,64434.53337,61622.93372,64261.99119,40471196346,1.21E+12,75,1.302747961,2.01E+13,144403297.8,61804734.86,743673,31,4519.629883,1770.5,0.246166667,0.348951319,0.162998286
10/18/2021,61548.80343,62614.65905,60012.75693,62026.07783,38055562075,1.17E+12,78,1.212650628,1.99E+13,144095200.8,58173901.82,693822,26,4486.459961,1765.7,0.244982353,0.3910831,0.22695654
10/17/2021,60887.65305,61645.52248,59164.46838,61553.61738,29032367511,1.16E+12,79,0.903351362,1.99E+13,143953931,61555796.56,559522,21,,,0.35271,0.349791667,0.1475
10/16/2021,61609.52715,62274.47709,60206.12006,60892.18069,34250964237,1.15E+12,78,1.295533406,1.99E+13,146355517.7,51917022.71,674026,26,,,0.368389655,0.254691123,0.11996604
10/15/2021,57345.90198,62757.1297,56868.14269,61593.95006,51780081801,1.16E+12,71,1.296617191,1.99E+13,143388851.8,54670343.84,744869,31,4471.370117,1768.3,0.243602439,0.404847781,0.176543132
10/14/2021,57372.83208,58478.7355,56957.07614,57321.52528,36615791366,1.08E+12,70,1.33977365,1.99E+13,143953931,51775839.06,690594,20,4438.259766,1797.9,0.223165,0.389700277,0.192709987
10/13/2021,56038.25679,57688.6601,54370.97323,57401.09753,41684252783,1.08E+12,70,1.107308355,1.99E+13,138585678.4,60196305.45,677323,20,4363.799805,1794.7,0.300485714,0.387164502,0.175542478
10/12/2021,57526.83201,57627.8786,54477.97447,56041.05684,41083758949,1.06E+12,78,1.312662,1.99E+13,142823772.6,48626582.28,673664,21,4350.649902,1759.3,0.23565,0.207463474,0.081856061
10/11/2021,54734.12484,57793.03925,54519.76552,57484.78947,42637331698,1.08E+12,71,1.266067712,1.99E+13,143257233.7,52898159.5,676676,22,4361.189941,1755.7,0.233626316,0.398680508,0.207003731
10/10/2021,54952.82125,56401.30424,54264.25639,54771.57918,39527792364,1.03E+12,71,0.881602868,1.99E+13,141032003.3,55625852.15,536877,18,,,0.381052381,0.369263039,0.114695767
10/9/2021,53929.78147,55397.94347,53735.14288,54968.22445,32491211414,1.04E+12,72,1.289836107,1.99E+13,145204823.8,52134455.44,620238,18,,,0.256380952,0.414410122,0.092449083
10/8/2021,53802.14604,55922.98102,53688.05529,53967.84677,34800873924,1.02E+12,74,1.460428058,1.99E+13,147140004.5,41966394.78,689788,20,4391.339844,1757.4,0.306170588,0.362116225,0.213154643
10/7/2021,55338.62374,55338.62374,53525.46835,53805.98516,36807860413,1.01E+12,76,1.430095348,1.99E+13,150290764.2,49405388.01,784172,23,4399.759766,1759.2,0.272171429,0.378571429,0.166666667
10/6/2021,51486.66574,55568.46355,50488.19075,55361.44943,49034730168,1.04E+12,68,1.196702588,1.99E+13,149322865.8,43942894.7,657752,26,4363.549805,1761.8,0.221605,0.373501052,0.140861472
10/5/2021,49174.95962,51839.98572,49072.83925,51514.81406,35873904236,9.70E+11,59,1.274705579,1.99E+13,146661108.6,52076953.34,729159,21,4345.720215,1760.9,0.282,0.474930556,0.2175
10/4/2021,48208.90763,49456.77578,47045.00375,49112.90128,33383173002,9.25E+11,54,1.167222923,1.90E+13,146513480.1,47639372.83,650133,18,4300.459961,1767.6,0.322921429,0.300633031,0.269256513
10/3/2021,47680.02841,49130.69221,47157.28761,48199.95156,26638115879,9.08E+11,49,0.9103214,1.90E+13,145029457.8,45436120.54,553275,16,,,0.334890909,0.417625279,0.134177161
10/2/2021,48137.46873,48282.06088,47465.49576,47711.48646,30614346492,8.99E+11,54,0.942906436,1.90E+13,139093368.3,56739068.28,631501,16,,,0.324984211,0.419295886,0.1555143
10/1/2021,43816.74064,48436.01127,43320.02298,48116.94122,42850641582,9.06E+11,27,1.237001443,1.90E+13,140172657.3,40884975.74,697433,20,4357.040039,1758.4,0.37876,0.441769,0.183547018
9/30/2021,41551.27084,44092.60056,41444.5816,43790.89563,31141681925,8.25E+11,20,1.253955175,1.90E+13,139363190.6,46789306.05,706763,16,4307.540039,1757,0.197926087,0.421235178,0.144075538
9/29/2021,41064.98395,42545.25855,40829.66928,41564.36348,30602359905,7.83E+11,24,1.151118546,1.90E+13,139902835.1,34503900.23,589252,15,4359.459961,1722.9,0.22455,0.333609479,0.217444105
9/28/2021,42200.89661,42775.14614,40931.6625,41034.54467,30214940550,7.73E+11,25,1.184401961,1.90E+13,135671902.5,40399023.49,620834,17,4352.629883,1737,0.205069231,0.302005078,0.007913059
9/27/2021,43234.18493,44313.24588,42190.63258,42235.73185,30980029059,7.95E+11,26,1.051818432,1.90E+13,136207717.7,43218816.61,613346,17,4443.109863,1751.4,0.181176923,0.22354132,0.056512238
9/26/2021,42721.62866,43919.30097,40848.46166,43208.5391,30661222077,8.13E+11,27,0.914658245,1.90E+13,138379012.4,38084247.82,494512,17,,,0.119116667,0.337932099,0.073595679
9/25/2021,42840.89051,42996.2597,41759.92043,42716.59315,31604717236,8.04E+11,28,0.84045934,1.90E+13,139221878.3,38679199.26,536442,20,,,0.157984615,0.288531746,0.011095849
9/24/2021,44894.30212,45080.49106,40936.55717,42839.7517,42839345714,8.06E+11,33,1.205603176,1.90E+13,138478902.6,40572791.53,679045,26,4455.47998,1750.9,0.272948,0.299059232,0.19482265
9/23/2021,43560.29537,44942.17465,43109.33829,44895.0966,34244064430,8.45E+11,27,1.016578461,1.90E+13,134003917,46022168.08,642773,18,4448.97998,1748.9,0.248665,0.349651515,0.094965368
9/22/2021,40677.95483,43978.61922,40625.63419,43574.50943,38139709246,8.20E+11,21,1.23450309,1.90E+13,134495823.9,36087715.34,645903,20,4395.640137,1777.9,0.32575,0.371267677,0.196505411
9/21/2021,43012.23444,43607.60998,39787.6098,40693.67719,48701090088,7.66E+11,27,1.220175537,1.86E+13,140190403.6,33328734.04,596757,22,4354.189941,1777.3,0.381257143,0.410591012,0.205101654
9/20/2021,47261.4065,47328.19884,42598.91585,42843.80244,43909845642,8.06E+11,50,1.214339067,1.84E+13,139536530.4,46493150.41,645684,22,4357.72998,1762.9,0.408371429,0.313046537,0.196780303
9/19/2021,48268.85742,48328.36734,46919.80476,47260.21733,26967722648,8.89E+11,53,0.770383031,1.84E+13,137836460.2,48131991.96,501580,14,,,0.3949,0.437533069,0.145615079
9/18/2021,47273.52581,48791.77937,47087.28419,48278.36352,28575630451,9.09E+11,50,0.955009994,1.84E+13,136921037.8,47817679.6,561878,15,,,0.142,0.581558642,0.06099537
9/17/2021,47771.00311,48160.92075,46832.5246,47267.52002,28727713711,8.90E+11,48,1.224006599,1.84E+13,135482516.9,45000740.71,652602,15,4432.990234,1750.5,0.39965625,0.384790073,0.239598925
9/16/2021,48158.9072,48486.82941,47079.55712,47783.3578,31764293754,8.99E+11,53,1.506390096,1.84E+13,135613291.5,41447857.66,673139,17,4473.75,1755.7,0.29774,0.3640625,0.180065499
9/15/2021,47097.99812,48450.46847,46773.32654,48176.34639,30484496466,9.07E+11,49,1.331678662,1.84E+13,135601927.4,43026873.4,654103,17,4480.700195,1793.7,0.406761538,0.285724068,0.073942332
9/14/2021,44960.04936,47218.12535,44752.33135,47092.49383,38652152880,8.86E+11,30,1.037876732,1.84E+13,132770953.9,49469863.81,646621,17,4443.049805,1806.1,0.28834,0.28703824,0.146760462
9/13/2021,46057.21533,46598.67898,43591.32078,44963.07263,40969943253,8.46E+11,44,1.050338767,1.84E+13,133493711,45344744.03,609049,19,4468.72998,1793.3,-0.010265,0.415922168,0.127261792
9/12/2021,45206.62927,46364.87885,44790.46205,46063.27036,27881980161,8.67E+11,32,0.835119109,1.84E+13,134785023.1,42869858.34,495873,16,,,0.288376471,0.307489814,0.163030515
9/11/2021,44869.84026,45969.29282,44818.26641,45201.45898,34499835245,8.50E+11,31,1.082964554,1.84E+13,134819727.3,42455401.02,552535,17,,,0.1635,0.378288941,0.197808075
9/10/2021,46396.66247,47031.74238,44344.48542,44883.91011,39154666597,8.44E+11,46,1.19447636,1.84E+13,135548079,39761194.03,640477,19,4458.580078,1791,0.283022222,0.472222222,0.307407407
9/9/2021,45774.74222,47261.94853,45669.73965,46391.42298,38672657013,8.73E+11,45,1.192685431,1.84E+13,136270748.7,40368816.13,691292,21,4493.279785,1798.9,0.22712,0.29989899,0.129292929
9/8/2021,46827.76337,47334.05564,44561.39446,46091.3893,49007762488,8.67E+11,47,1.125560697,1.84E+13,134849798.5,41770433.46,653910,29,4514.069824,1792.4,0.282921053,0.282738095,0.121718358
9/7/2021,52660.47935,52853.7638,43285.20859,46811.12953,65210059683,8.80E+11,79,1.140718497,1.76E+13,133723965.3,50271634.78,662890,35,4520.029785,1797.4,0.3601875,0.311430826,0.075374504
9/6/2021,51769.00432,52700.94146,51053.67851,52633.5362,38884105426,9.90E+11,79,1.087901,1.76E+13,129095539.9,57266555.77,627019,19,,1798.5,0.280023457,0.423574889,0.146264285
9/5/2021,49937.85802,51868.68163,49538.59838,51753.41193,30322676319,9.73E+11,73,0.812051756,1.76E+13,128094799.3,52134864.52,506792,17,,,0.43754,0.634243386,0.181984127
9/4/2021,50009.3251,50545.58101,49548.78045,49944.62691,37471327794,9.39E+11,72,0.886053858,1.76E+13,126343503.2,49149539.31,574763,16,,,0.201923529,0.23447288,0.025397886
9/3/2021,49288.24911,50982.27157,48386.08616,50025.37461,43206179619,9.41E+11,74,1.2684945,1.76E+13,126093318,47116728.86,686568,19,4535.430176,1832.6,0.22628,0.277437879,0.013621465
9/2/2021,48807.84886,50343.4207,48652.31979,49327.72318,39508070319,9.28E+11,74,1.258125812,1.76E+13,125718040.3,47307177.3,714181,18,4536.950195,1810.4,0.350913793,0.401002637,0.174537711
9/1/2021,47099.77487,49111.08879,46562.43745,48847.02907,39139399125,9.19E+11,71,1.256872029,1.76E+13,127249992.5,41665458.82,682571,17,4524.089844,1814.9,0.165247368,0.392623604,0.150574273
8/31/2021,47024.34166,48189.55019,46750.09395,47166.68795,34730363427,8.87E+11,73,1.141913701,1.76E+13,126249208.9,43189750.75,656399,17,4522.680176,1816.9,0.31974,0.336944444,0.284632392
8/30/2021,48834.85268,48925.60652,46950.27228,47054.98479,31847007016,8.85E+11,73,1.178416407,1.76E+13,131124515.2,41207632.5,591561,17,4528.790039,1810,0.142238462,0.319850427,0.151730769
8/29/2021,48911.24836,49644.11466,47925.85558,48829.8326,25889650240,9.18E+11,72,0.849401571,1.76E+13,129727331.4,48550300.1,474721,15,,,0.164125,0.449091711,0.152145062
8/28/2021,49072.58522,49283.50565,48499.23891,48902.40221,28568103401,9.19E+11,78,0.933237397,1.76E+13,130869362.9,43653820.95,538074,17,,,0.233494118,0.411045752,0.143209949
8/27/2021,46894.55507,49112.78526,46394.28309,49058.66973,34511076995,9.22E+11,71,1.025525534,1.76E+13,130281220.6,44045251.7,619412,18,4509.370117,1817.2,0.4017,0.479604257,0.212628698
8/26/2021,49002.64181,49347.58357,46405.78243,46942.21787,32666549568,8.82E+11,75,1.019037205,1.76E+13,129030251.8,44344740.94,625141,19,4470,1793,0.68506,0.318915344,0.257433862
8/25/2021,47727.25669,49202.87847,47163.61432,48960.78728,32646349931,9.20E+11,73,0.960131463,1.64E+13,125274213.3,48840322.24,636566,20,4496.189941,1788.8,0.222578571,0.450947227,0.122839363
8/24/2021,49562.34673,49878.77129,47687.118,47706.11855,35361168834,8.97E+11,79,1.135454006,1.56E+13,127262692.9,48446097.44,637990,21,4486.22998,1806.3,0.384311765,0.389332187,0.248694933
8/23/2021,49291.67737,50482.07641,49074.6054,49546.14771,34305053719,9.31E+11,79,0.928536898,1.56E+13,123285733.7,62783444.84,648964,24,4479.529785,1804,0.141663636,0.386416683,0.096942887
8/22/2021,48869.10424,49471.61043,48199.941,49321.65405,25370975378,9.27E+11,76,0.83821425,1.56E+13,125274213.3,50723143.43,474281,19,,,0.30376,0.40630303,0.143757576
8/21/2021,49327.07373,49717.01892,48312.19764,48905.49059,40585205312,9.19E+11,78,0.842739371,1.56E+13,124611386.8,52705962.51,555440,19,,,0.5619,0.419444444,0.358333333
8/20/2021,46723.12115,49342.15227,46650.70851,49339.17604,34706867452,9.27E+11,70,1.152746675,1.56E+13,122389629.9,48449546.19,676861,20,4441.669922,1781.8,0.329093333,0.409148148,0.099163179
8/19/2021,44741.88335,46970.76087,43998.31551,46717.57875,37204312299,8.78E+11,70,1.114092584,1.56E+13,120921930.2,44064382.99,613135,18,4405.799805,1780.9,0.491592857,0.443290172,0.320127165
8/18/2021,44686.75081,45952.06217,44364.02745,44801.18872,32194123075,8.42E+11,73,1.248408874,1.56E+13,121141397.1,38733931.86,604474,19,4400.27002,1782.3,0.385557143,0.429880952,0.319010417
8/17/2021,45936.45634,47139.5706,44512.41753,44695.35762,33451362600,8.40E+11,72,1.141141134,1.56E+13,119126462,51238797.93,618951,20,4448.080078,1785.7,0.302263636,0.301343772,0.107419065
8/16/2021,47019.96132,47998.09668,45700.32187,46004.48408,32776876610,8.64E+11,72,1.105397012,1.56E+13,116988410.7,47962042.26,628859,20,4479.709961,1787.6,0.329838462,0.288024753,0.152482032
8/15/2021,47096.66857,47357.10643,45579.59012,47047.00454,30988958446,8.84E+11,71,0.823579588,1.56E+13,113148142.6,53211493.46,474649,19,,,0.331644444,0.305026455,0.099555075
8/14/2021,47810.68929,48098.68409,46177.63333,47096.94566,31211354442,8.85E+11,76,0.764561226,1.56E+13,112222868.2,48765927.54,520081,20,,,0.2702375,0.295589827,0.142234848
8/13/2021,44439.69279,47831.97604,44282.41742,47793.32118,31744259539,8.98E+11,70,1.243908021,1.53E+13,113137667,42018438.48,639596,21,4468,1776,0.228695,0.283589827,0.098497497
8/12/2021,45576.88033,46228.91094,43861.44704,44428.28847,33723620826,8.35E+11,70,1.030409874,1.45E+13,114064181.1,42929376.78,605994,23,4460.830078,1749.8,0.218068421,0.350535927,0.185144354
8/11/2021,45599.70403,46735.63156,45351.71115,45593.63593,34319709073,8.56E+11,70,1.108843374,1.45E+13,112931775,42939210.62,631031,23,4442.410156,1751.2,0.236278571,0.364585996,0.218165241
8/10/2021,46280.84767,46637.98783,44705.55658,45585.03077,33546019517,8.56E+11,71,0.98985457,1.45E+13,113343559.1,48233368.67,626461,23,4436.75,1729.7,0.198425455,0.441192748,0.175367184
8/9/2021,43791.92742,46456.83292,42848.68795,46365.40065,38734079049,8.71E+11,65,1.125952382,1.45E+13,112417045,43228448.22,611235,24,4432.350098,1724.4,0.18589375,0.394615801,0.078642451
8/8/2021,44574.43859,45282.35328,43331.90982,43798.11768,36302664750,8.23E+11,74,0.804929576,1.45E+13,112005260.9,44179354.82,482998,21,,,0.262072727,0.391644912,0.203364926
8/7/2021,42832.79664,44689.86096,42618.56614,44555.80066,40030862141,8.37E+11,69,0.791597707,1.45E+13,110879828.7,45850268.79,529222,22,,,0.268278571,0.269627976,0.135093344
8/6/2021,40865.86692,43271.65861,39932.17942,42816.49897,38226483046,8.04E+11,52,1.037619541,1.45E+13,110629262.2,41573126.86,636514,20,4436.52002,1761.1,0.183905556,0.545078563,0.122625561
8/5/2021,39744.51416,41341.93499,37458.00399,40869.55433,35185031017,7.67E+11,50,0.962914531,1.45E+13,109693176.8,39935192.17,614597,18,4429.100098,1806.6,0.329631579,0.415263158,0.139833865
8/4/2021,38213.33197,39952.29787,37589.16562,39747.50502,25372562724,7.46E+11,42,1.179495081,1.45E+13,110936509.3,33520445.17,587149,18,4402.660156,1812.2,0.104553846,0.32281528,0.148607405
8/3/2021,39178.40357,39750.03091,37782.05245,38152.98209,26189830450,7.16E+11,48,0.948733722,1.45E+13,110044864.6,41637592.38,593856,17,4423.149902,1811.7,0.1363,0.27303505,0.096749449
8/2/2021,39907.26285,40419.18086,38746.34717,39201.94519,25595265436,7.36E+11,48,1.267856245,1.45E+13,109887906.6,35937889.13,583866,19,4387.160156,1819.8,0.090130952,0.356946062,0.095898913
8/1/2021,41460.84408,42541.67948,39540.94008,39974.89603,26688438115,7.50E+11,60,0.772602162,1.45E+13,108889829,40874038.11,474430,19,,,0.352046667,0.319329004,0.102766955
7/31/2021,42196.30389,42231.44828,41110.83251,41626.19568,25802845343,7.81E+11,60,0.81558393,1.43E+13,107775980.9,41621939.12,532121,20,,,0.231036364,0.154223239,0.053746679
7/30/2021,40027.48332,42235.54771,38397.35451,42235.54771,33072782960,7.93E+11,53,0.92933541,1.37E+13,104766021,42087445.19,629903,20,4395.259766,1814.5,0.191378947,0.252721197,0.12885584
7/29/2021,39995.45199,40593.07226,39352.05977,40008.42085,27167146027,7.51E+11,50,1.022161838,1.37E+13,104086352.7,40901817.9,620900,21,4419.149902,1833.2,0.234523077,0.385283883,0.21782967
7/28/2021,39503.18569,40816.06972,38862.43592,39995.90647,38702404695,7.51E+11,50,1.011709707,1.37E+13,102921207,39723886.33,605433,23,4400.640137,1800.8,0.219694444,0.4973076,0.102258999
7/27/2021,37276.03603,39406.94098,36441.72631,39406.94098,35097370560,7.40E+11,32,1.092558159,1.37E+13,98260624,40625844.54,600692,25,4401.459961,1800.9,0.324191667,0.532795858,0.157052884
7/26/2021,35384.02988,40499.67728,35287.31171,37337.53331,51022126212,7.01E+11,26,1.147170953,1.37E+13,100202533.6,36493145.88,644448,33,4422.299805,1800.4,0.245822222,0.404504283,0.17765654
7/25/2021,34290.29139,35364.92558,33881.83745,35350.18697,20856685287,6.63E+11,27,0.79278883,1.37E+13,99328674.26,33196893.29,440908,19,,,0.06203,0.292180556,0.158380051
7/24/2021,33593.72941,34490.39124,33424.859,34292.44591,21664706865,6.44E+11,22,0.843060662,1.37E+13,98947054.62,33022007.46,497255,18,,,0.0721,0.332369146,0.131451966
7/23/2021,32305.95885,33581.55061,32057.89354,33581.55061,22552046192,6.30E+11,23,1.053501852,1.37E+13,101138948.2,27972459.85,581850,18,4411.790039,1802.9,0.35316,0.359079004,0.171630231
7/22/2021,32138.87281,32576.40001,31745.29924,32313.10632,19555230518,6.06E+11,21,0.949214778,1.37E+13,99339154.93,32359585.96,571344,21,4367.47998,1806.5,0.569811111,0.420261641,0.303652489
7/21/2021,29796.28569,32752.32636,29526.18371,32110.69326,28203024559,6.02E+11,10,1.092054917,1.37E+13,102600064.8,28599770.53,571507,24,4358.689941,1804.4,0.283551613,0.508550947,0.158326739
7/20/2021,30838.28525,31006.18663,29360.95584,29807.34767,23148267245,5.59E+11,19,1.286061041,1.37E+13,104626219.8,23622405.81,571829,26,4323.060059,1812.3,0.163313333,0.483679768,0.152522518
7/19/2021,31800.01264,31885.85993,30563.73535,30817.83166,20434789545,5.78E+11,24,0.913009459,1.37E+13,100971806.3,33665753.26,552678,20,4258.490234,1810.2,0.1852,0.332902729,0.005505378
7/18/2021,31533.88472,32398.99519,31215.49231,31796.81014,18787986667,5.97E+11,19,0.803860868,1.37E+13,99739876.72,28985344.27,422214,17,,,0.150166667,0.304166667,0.084722222
7/17/2021,31397.3086,31935.94439,31223.99087,31533.06753,18895018942,5.92E+11,15,0.784945664,1.43E+13,101590559.9,28583415.04,458821,16,,,0.385445,0.449782738,0.271300595
7/16/2021,31841.55132,32218.40661,31100.67337,31421.53845,23699476918,5.89E+11,22,0.930522387,1.44E+13,99652587.39,30312671.3,552751,18,4327.160156,1815.9,0.249184615,0.374800986,0.222281931
7/15/2021,32827.87455,33159.64095,31175.70975,31780.73137,21300524237,5.96E+11,20,1.21130982,1.44E+13,100774571.5,26360965.37,572802,18,4360.029785,1829.9,0.3114125,0.353182217,0.067348034
7/14/2021,32723.84605,33061.39896,31639.12411,32822.34874,21376531210,6.16E+11,21,0.909874071,1.44E+13,95980639.44,35713899.1,564753,18,4374.299805,1825.9,0.271466667,0.428494268,0.225848765
7/13/2021,33125.46869,33327.10142,32261.42048,32702.02592,19120856669,6.13E+11,20,1.159622037,1.44E+13,96592630.76,28926080.15,542415,17,4369.209961,1810.8,0.190114286,0.225485909,0.092857143
7/12/2021,34254.01659,34592.1556,32697.30865,33155.84813,24321499537,6.22E+11,25,1.177102119,1.44E+13,97204622.09,27887294.47,560833,17,4384.629883,1806.8,0.214414286,0.447061345,0.198760823
7/11/2021,33509.07726,34584.70455,33346.73772,34240.18701,20108729370,6.42E+11,20,1.110524304,1.44E+13,96184636.55,27450462.49,436977,16,,,0.542875,0.438194444,0.115104167
7/10/2021,33811.24302,34209.0702,33116.01311,33520.51995,22971873468,6.29E+11,20,0.840594553,1.44E+13,93863737.36,34562838.34,485683,16,,,0.303086207,0.406844844,0.156682409
7/9/2021,32861.67129,34042.29177,32318.88036,33798.01021,27436021028,6.34E+11,20,1.259713985,1.44E+13,93241612.13,28042394.09,569423,17,4369.549805,1811.5,0.274376,0.350137037,0.172639081
7/8/2021,33889.60635,33907.90805,32133.18273,32877.37263,29910396946,6.16E+11,20,1.030018576,1.44E+13,92511258.75,29946768.13,580441,19,4320.819824,1801.1,0.1514,0.191319444,0.114618056
